,game_id,a_team_id,team_id,a_price,h_price,is_home,wl,season_year,player_1,player_2,player_3,player_4,player_5,player_6,team_id_a,player_1_a,player_2_a,player_3_a,player_4_a,player_5_a,player_6_a,season_num
1109,20900335,1610612757,1610612749,2.5,1.5882352941176472,t,1,2009,Brandon Jennings,Andrew Bogut,Luc Mbah a Moute,Ersan Ilyasova,Carlos Delfino,Michael Redd,1610612757,LaMarcus Aldridge,Brandon Roy,Joel Przybilla,Steve Blake,Andre Miller,Martell Webster,0.2222222222222222
831,20700928,1610612757,1610612752,1.5555555555555556,2.6,t,0,2007,Nate Robinson,Quentin Richardson,David Lee,Fred Jones,Jared Jeffries,Wilson Chandler,1610612757,Brandon Roy,LaMarcus Aldridge,Steve Blake,Martell Webster,Joel Przybilla,Jarrett Jack,0.0
6927,20700163,1610612761,1610612763,2.55,1.5714285714285714,t,0,2007,Rudy Gay,Mike Miller,Pau Gasol,Kyle Lowry,Stromile Swift,Damon Stoudamire,1610612761,Jose Calderon,Jason Kapono,Chris Bosh,Jamario Moon,Andrea Bargnani,Carlos Delfino,0.0
8121,21600628,1610612763,1610612764,2.15,1.7407407407407407,t,1,2016,Bradley Beal,John Wall,Marcin Gortat,Markieff Morris,Otto Porter Jr.,Kelly Oubre Jr.,1610612763,Marc Gasol,JaMychal Green,Mike Conley,Tony Allen,Vince Carter,James Ennis III,1.0
1099,20900292,1610612739,1610612749,1.3448275862068966,3.45,t,0,2009,Brandon Jennings,Andrew Bogut,Carlos Delfino,Ersan Ilyasova,Luc Mbah a Moute,Hakim Warrick,1610612739,Anthony Parker,LeBron James,Mo Williams,Anderson Varejao,JJ Hickson,Delonte West,0.2222222222222222
1734,21501205,1610612766,1610612738,3.45,1.3448275862068966,t,0,2015,Marcus Smart,Evan Turner,Jonas Jerebko,Avery Bradley,Kelly Olynyk,Amir Johnson,1610612766,Jeremy Lin,Kemba Walker,Courtney Lee,Marvin Williams,Al Jefferson,Spencer Hawes,0.8888888888888888
3447,21000873,1610612742,1610612764,1.1538461538461537,5.25,t,0,2010,Rashard Lewis,John Wall,Nick Young,JaVale McGee,Josh Howard,Mike Bibby,1610612742,Dirk Nowitzki,Jason Terry,Jason Kidd,Tyson Chandler,Peja Stojakovic,Shawn Marion,0.3333333333333333
5166,20801146,1610612757,1610612745,2.5,1.5882352941176472,t,1,2008,Metta World Peace,Shane Battier,Yao Ming,Aaron Brooks,Luis Scola,Chuck Hayes,1610612757,LaMarcus Aldridge,Steve Blake,Brandon Roy,Travis Outlaw,Rudy Fernandez,Nicolas Batum,0.1111111111111111
4038,21600997,1610612753,1610612758,1.8333333333333335,2.0,t,1,2016,Willie Cauley-Stein,Garrett Temple,Darren Collison,Buddy Hield,Anthony Tolliver,Ben McLemore,1610612753,Elfrid Payton,Nikola Vucevic,Evan Fournier,Aaron Gordon,Terrence Ross,Jeff Green,1.0
8038,21600250,1610612740,1610612742,1.5,2.7,t,1,2016,Harrison Barnes,Wesley Matthews,Seth Curry,Andrew Bogut,Dwight Powell,Dorian Finney-Smith,1610612740,Solomon Hill,Anthony Davis,Jrue Holiday,Tim Frazier,Langston Galloway,E'Twaun Moore,1.0
1446,21100040,1610612739,1610612754,5.0,1.1666666666666667,t,1,2011,David West,Danny Granger,Darren Collison,George Hill,Roy Hibbert,Paul George,1610612739,Anderson Varejao,Antawn Jamison,Kyrie Irving,Anthony Parker,Alonzo Gee,Omri Casspi,0.4444444444444444
3277,20901084,1610612757,1610612740,1.606060606060606,2.45,t,0,2009,David West,Darren Collison,Chris Paul,Marcus Thornton,Emeka Okafor,Morris Peterson,1610612757,LaMarcus Aldridge,Brandon Roy,Marcus Camby,Rudy Fernandez,Andre Miller,Jerryd Bayless,0.2222222222222222
921,20800367,1610612744,1610612754,3.2,1.3846153846153846,t,1,2008,Brandon Rush,Danny Granger,Jarrett Jack,Stephen Graham,Marquis Daniels,Jeff Foster,1610612744,Marco Belinelli,Stephen Jackson,Jamal Crawford,Kelenna Azubuike,Ronny Turiaf,Andris Biedrins,0.1111111111111111
6316,21200775,1610612737,1610612753,1.6666666666666665,2.3,t,0,2012,Arron Afflalo,Andrew Nicholson,Jameer Nelson,Nikola Vucevic,Kyle O'Quinn,Maurice Harkless,1610612737,Al Horford,Josh Smith,Jeff Teague,Devin Harris,Anthony Tolliver,John Jenkins,0.5555555555555556
1331,21000498,1610612763,1610612747,5.25,1.1538461538461537,t,0,2010,Pau Gasol,Kobe Bryant,Lamar Odom,Andrew Bynum,Metta World Peace,Derek Fisher,1610612763,Marc Gasol,Rudy Gay,Zach Randolph,Mike Conley,Tony Allen,O.J. Mayo,0.3333333333333333
6784,21401046,1610612742,1610612756,1.5,2.7,t,1,2014,Markieff Morris,Eric Bledsoe,Marcus Morris,PJ Tucker,Alex Len,TJ Warren,1610612742,Monta Ellis,Rajon Rondo,Dirk Nowitzki,Chandler Parsons,Tyson Chandler,Al-Farouq Aminu,0.7777777777777778
2219,21201007,1610612746,1610612758,1.1818181818181819,4.75,t,1,2012,Tyreke Evans,John Salmons,Marcus Thornton,DeMarcus Cousins,Patrick Patterson,Toney Douglas,1610612746,Chris Paul,Blake Griffin,Jamal Crawford,Matt Barnes,DeAndre Jordan,Caron Butler,0.5555555555555556
7835,21100705,1610612738,1610612755,3.75,1.2857142857142856,t,1,2011,Andre Iguodala,Evan Turner,Jrue Holiday,Lou Williams,Thaddeus Young,Spencer Hawes,1610612738,Rajon Rondo,Paul Pierce,Brandon Bass,Kevin Garnett,Keyon Dooling,Marquis Daniels,0.4444444444444444
3289,20901162,1610612751,1610612749,3.9,1.263157894736842,t,1,2009,John Salmons,Ersan Ilyasova,Jerry Stackhouse,Kurt Thomas,Carlos Delfino,Brandon Jennings,1610612751,Courtney Lee,Yi Jianlian,Brook Lopez,Devin Harris,Jarvis Hayes,Terrence Williams,0.2222222222222222
1439,21100019,1610612738,1610612748,5.25,1.1538461538461537,t,1,2011,Chris Bosh,LeBron James,Dwyane Wade,Udonis Haslem,Norris Cole,Joel Anthony,1610612738,Rajon Rondo,Ray Allen,Kevin Garnett,Brandon Bass,Keyon Dooling,Jermaine O'Neal,0.4444444444444444
822,20700879,1610612740,1610612764,1.2857142857142856,3.75,t,1,2007,Antawn Jamison,Antonio Daniels,Darius Songaila,DeShawn Stevenson,Brendan Haywood,Andray Blatche,1610612740,Peja Stojakovic,David West,Chris Paul,Tyson Chandler,Jannero Pargo,Morris Peterson,0.0
6793,21401129,1610612749,1610612738,2.75,1.4761904761904763,t,0,2014,Avery Bradley,Marcus Smart,Evan Turner,Isaiah Thomas,Brandon Bass,Tyler Zeller,1610612749,Michael Carter-Williams,Khris Middleton,Zaza Pachulia,O.J. Mayo,Giannis Antetokounmpo,Ersan Ilyasova,0.7777777777777778
587,21401015,1610612764,1610612762,2.3,1.6666666666666665,t,0,2014,Derrick Favors,Rudy Gobert,Gordon Hayward,Rodney Hood,Trey Burke,Joe Ingles,1610612764,Bradley Beal,John Wall,Marcin Gortat,Nene,Paul Pierce,Drew Gooden,0.7777777777777778
4996,20800308,1610612752,1610612741,3.6,1.3125,t,1,2008,Luol Deng,Ben Gordon,Derrick Rose,Drew Gooden,Larry Hughes,Andres Nocioni,1610612752,Chris Duhon,Al Harrington,Quentin Richardson,Wilson Chandler,David Lee,Tim Thomas,0.1111111111111111
7969,21501156,1610612766,1610612761,2.75,1.4761904761904763,t,1,2015,Kyle Lowry,DeMar DeRozan,Jonas Valanciunas,Patrick Patterson,Cory Joseph,Norman Powell,1610612766,Jeremy Lin,Kemba Walker,Courtney Lee,Marvin Williams,Frank Kaminsky,Al Jefferson,0.8888888888888888
6976,20700430,1610612755,1610612758,2.55,1.5714285714285714,t,0,2007,John Salmons,Francisco Garcia,Brad Miller,Beno Udrih,Mikki Moore,Quincy Douby,1610612755,Andre Iguodala,Samuel Dalembert,Andre Miller,Kyle Korver,Reggie Evans,Lou Williams,0.0
6433,21300179,1610612754,1610612738,1.2777777777777777,3.8,t,0,2013,Jeff Green,Jordan Crawford,Jared Sullinger,Avery Bradley,Gerald Wallace,Brandon Bass,1610612754,Lance Stephenson,Paul George,George Hill,David West,Roy Hibbert,Luis Scola,0.6666666666666666
3229,20900814,1610612762,1610612744,1.4761904761904763,2.75,t,0,2009,Stephen Curry,C.J. Watson,Anthony Morrow,Monta Ellis,Andris Biedrins,Anthony Tolliver,1610612762,Carlos Boozer,Deron Williams,Andrei Kirilenko,Paul Millsap,CJ Miles,Wesley Matthews,0.2222222222222222
2402,21300888,1610612742,1610612759,3.3,1.3703703703703702,t,1,2013,Tim Duncan,Kawhi Leonard,Tony Parker,Tiago Splitter,Boris Diaw,Danny Green,1610612742,Monta Ellis,Dirk Nowitzki,Jose Calderon,Vince Carter,Shawn Marion,Devin Harris,0.6666666666666666
7611,21000598,1610612756,1610612752,3.3,1.3703703703703702,t,0,2010,Wilson Chandler,Raymond Felton,Amar'e Stoudemire,Landry Fields,Danilo Gallinari,Shawne Williams,1610612756,Vince Carter,Steve Nash,Grant Hill,Channing Frye,Jared Dudley,Marcin Gortat,0.3333333333333333
1612,21100989,1610612747,1610612758,3.45,1.3448275862068966,t,1,2011,DeMarcus Cousins,Jason Thompson,Tyreke Evans,Travis Outlaw,Isaiah Thomas,Jimmer Fredette,1610612747,Josh McRoberts,Jordan Hill,Troy Murphy,Devin Ebanks,Ramon Sessions,Andrew Goudelock,0.4444444444444444
3809,21600122,1610612739,1610612764,1.2857142857142856,3.75,t,0,2016,John Wall,Otto Porter Jr.,Markieff Morris,Marcin Gortat,Trey Burke,Kelly Oubre Jr.,1610612739,LeBron James,Kyrie Irving,JR Smith,Kevin Love,Iman Shumpert,Tristan Thompson,1.0
908,20800257,1610612757,1610612752,1.2777777777777777,3.8,t,0,2008,Chris Duhon,David Lee,Quentin Richardson,Al Harrington,Wilson Chandler,Tim Thomas,1610612757,Brandon Roy,Travis Outlaw,Steve Blake,LaMarcus Aldridge,Joel Przybilla,Rudy Fernandez,0.1111111111111111
2327,21300431,1610612764,1610612750,3.2,1.3846153846153846,t,1,2013,Nikola Pekovic,Kevin Love,Ricky Rubio,Kevin Martin,Corey Brewer,Alexey Shved,1610612764,John Wall,Martell Webster,Trevor Booker,Bradley Beal,Marcin Gortat,Trevor Ariza,0.6666666666666666
7172,20800334,1610612746,1610612757,4.3,1.2173913043478262,t,0,2008,LaMarcus Aldridge,Brandon Roy,Greg Oden,Steve Blake,Rudy Fernandez,Nicolas Batum,1610612746,Zach Randolph,Baron Davis,Eric Gordon,Marcus Camby,Al Thornton,Mardy Collins,0.1111111111111111
4729,21500365,1610612745,1610612743,1.5,2.7,t,1,2015,Gary Harris,Jameer Nelson,Will Barton,Danilo Gallinari,Nikola Jokic,Joffrey Lauvergne,1610612745,Trevor Ariza,Patrick Beverley,James Harden,Dwight Howard,Donatas Motiejunas,Marcus Thornton,0.8888888888888888
209,21201162,1610612740,1610612747,4.5,1.2,t,1,2012,Kobe Bryant,Steve Blake,Pau Gasol,Dwight Howard,Antawn Jamison,Earl Clark,1610612740,Anthony Davis,Greivis Vasquez,Eric Gordon,Xavier Henry,Robin Lopez,Ryan Anderson,0.5555555555555556
1372,21000789,1610612759,1610612755,1.606060606060606,2.45,t,1,2010,Andre Iguodala,Jrue Holiday,Elton Brand,Spencer Hawes,Lou Williams,Jodie Meeks,1610612759,Manu Ginobili,Tony Parker,Tim Duncan,George Hill,Richard Jefferson,DeJuan Blair,0.3333333333333333
4954,20800048,1610612756,1610612751,1.3333333333333333,3.5,t,0,2008,Devin Harris,Yi Jianlian,Vince Carter,Jarvis Hayes,Bobby Simmons,Josh Boone,1610612756,Raja Bell,Amar'e Stoudemire,Steve Nash,Shaquille O'Neal,Matt Barnes,Grant Hill,0.1111111111111111
4818,20700371,1610612758,1610612749,3.25,1.3773584905660377,t,0,2007,Yi Jianlian,Andrew Bogut,Mo Williams,Michael Redd,Charlie Bell,Royal Ivey,1610612758,Metta World Peace,John Salmons,Beno Udrih,Brad Miller,Mikki Moore,Francisco Garcia,0.0
5848,21501030,1610612751,1610612765,4.0,1.25,t,1,2015,Kentavious Caldwell-Pope,Stanley Johnson,Andre Drummond,Reggie Jackson,Marcus Morris,Tobias Harris,1610612751,Bojan Bogdanovic,Willie Reed,Wayne Ellington,Thaddeus Young,Donald Sloan,Shane Larkin,0.8888888888888888
4658,21401135,1610612740,1610612758,1.3448275862068966,3.45,t,0,2014,DeMarcus Cousins,Omri Casspi,Ray McCallum,Ben McLemore,Derrick Williams,Nik Stauskas,1610612740,Tyreke Evans,Anthony Davis,Omer Asik,Eric Gordon,Quincy Pondexter,Ryan Anderson,0.7777777777777778
4796,20700231,1610612747,1610612762,2.85,1.4444444444444444,t,1,2007,Andrei Kirilenko,Deron Williams,Paul Millsap,Ronnie Brewer,Jarron Collins,Kyrylo Fesenko,1610612747,Kobe Bryant,Lamar Odom,Andrew Bynum,Jordan Farmar,Ronny Turiaf,Derek Fisher,0.0
5289,20900700,1610612754,1610612761,4.5,1.2,t,1,2009,Chris Bosh,Antoine Wright,Andrea Bargnani,Jarrett Jack,Sonny Weems,Jose Calderon,1610612754,Brandon Rush,Earl Watson,Mike Dunleavy,Troy Murphy,Danny Granger,Luther Head,0.2222222222222222
447,21400221,1610612743,1610612756,3.65,1.303030303030303,t,1,2014,Eric Bledsoe,Goran Dragic,Markieff Morris,Marcus Morris,Miles Plumlee,PJ Tucker,1610612743,Ty Lawson,Arron Afflalo,Wilson Chandler,Timofey Mozgov,Kenneth Faried,Alonzo Gee,0.7777777777777778
863,20701146,1610612749,1610612754,4.75,1.1818181818181819,t,1,2007,Mike Dunleavy,Danny Granger,Jeff Foster,Marquis Daniels,Troy Murphy,Travis Diener,1610612749,Ramon Sessions,Michael Redd,Andrew Bogut,Charlie Villanueva,Bobby Simmons,Desmond Mason,0.0
6938,20700217,1610612745,1610612756,2.6,1.5555555555555556,t,0,2007,Shawn Marion,Steve Nash,Amar'e Stoudemire,Leandro Barbosa,Grant Hill,Raja Bell,1610612745,Yao Ming,Tracy McGrady,Shane Battier,Rafer Alston,Steve Francis,Chuck Hayes,0.0
2705,21500366,1610612740,1610612757,2.4,1.625,t,1,2015,Damian Lillard,CJ McCollum,Mason Plumlee,Allen Crabbe,Al-Farouq Aminu,Gerald Henderson,1610612740,Anthony Davis,Tyreke Evans,Eric Gordon,Ryan Anderson,Jrue Holiday,Norris Cole,0.8888888888888888
5704,21100572,1610612762,1610612766,1.3225806451612903,3.55,t,0,2011,Corey Maggette,Gerald Henderson,Bismack Biyombo,Kemba Walker,Byron Mullens,D.J. Augustin,1610612762,Al Jefferson,Josh Howard,Gordon Hayward,Paul Millsap,Devin Harris,Earl Watson,0.4444444444444444
970,20800676,1610612744,1610612742,3.5,1.3333333333333333,t,1,2008,Jason Kidd,Josh Howard,Dirk Nowitzki,Jason Terry,Erick Dampier,Antoine Wright,1610612744,Stephen Jackson,Kelenna Azubuike,Andris Biedrins,Monta Ellis,Jamal Crawford,Corey Maggette,0.1111111111111111
7618,21000632,1610612762,1610612738,3.25,1.3773584905660377,t,1,2010,Rajon Rondo,Ray Allen,Semih Erden,Glen Davis,Kevin Garnett,Marquis Daniels,1610612762,Raja Bell,Earl Watson,Al Jefferson,Andrei Kirilenko,Deron Williams,Paul Millsap,0.3333333333333333
2651,21500094,1610612754,1610612739,4.1,1.2380952380952381,t,1,2015,Kevin Love,Mo Williams,LeBron James,Matthew Dellavedova,Tristan Thompson,Richard Jefferson,1610612754,George Hill,Paul George,Monta Ellis,Jordan Hill,Lavoy Allen,Ian Mahinmi,0.8888888888888888
4448,21300982,1610612751,1610612764,1.6451612903225805,2.35,t,1,2013,Bradley Beal,Trevor Ariza,John Wall,Martell Webster,Drew Gooden,Trevor Booker,1610612751,Deron Williams,Joe Johnson,Shaun Livingston,Paul Pierce,Andray Blatche,Marcus Thornton,0.6666666666666666
5453,21000463,1610612739,1610612766,3.8,1.2777777777777777,t,1,2010,Gerald Wallace,Stephen Jackson,Boris Diaw,D.J. Augustin,DeSagana Diop,Nazr Mohammed,1610612739,Anthony Parker,Antawn Jamison,Anderson Varejao,Ramon Sessions,Alonzo Gee,Manny Harris,0.3333333333333333
1773,21600196,1610612761,1610612758,1.5882352941176472,2.5,t,1,2016,Rudy Gay,Matt Barnes,Darren Collison,DeMarcus Cousins,Ty Lawson,Kosta Koufos,1610612761,DeMar DeRozan,Jonas Valanciunas,Kyle Lowry,DeMarre Carroll,Patrick Patterson,Cory Joseph,1.0
4980,20800195,1610612750,1610612765,5.0,1.1666666666666667,t,0,2008,Tayshaun Prince,Rasheed Wallace,Richard Hamilton,Allen Iverson,Jason Maxiell,Amir Johnson,1610612750,Randy Foye,Ryan Gomes,Al Jefferson,Craig Smith,Sebastian Telfair,Mike Miller,0.1111111111111111
499,21400539,1610612755,1610612751,5.25,1.1538461538461537,t,0,2014,Joe Johnson,Jarrett Jack,Alan Anderson,Mason Plumlee,Brook Lopez,Mirza Teletovic,1610612755,Robert Covington,Luc Mbah a Moute,Nerlens Noel,Michael Carter-Williams,Tony Wroten,KJ McDaniels,0.7777777777777778
5998,21600535,1610612748,1610612758,3.85,1.2702702702702702,t,0,2016,Matt Barnes,DeMarcus Cousins,Garrett Temple,Arron Afflalo,Ty Lawson,Anthony Tolliver,1610612748,Josh Richardson,Goran Dragic,Tyler Johnson,James Johnson,Rodney McGruder,Wayne Ellington,1.0
456,21400264,1610612747,1610612764,4.25,1.2222222222222223,t,1,2014,Bradley Beal,John Wall,Marcin Gortat,Kris Humphries,Rasual Butler,Paul Pierce,1610612747,Kobe Bryant,Wesley Johnson,Ronnie Price,Carlos Boozer,Nick Young,Jordan Hill,0.7777777777777778
4988,20800228,1610612749,1610612765,4.5,1.2,t,1,2008,Rasheed Wallace,Tayshaun Prince,Jason Maxiell,Allen Iverson,Richard Hamilton,Rodney Stuckey,1610612749,Richard Jefferson,Dan Gadzuric,Charlie Bell,Ramon Sessions,Luc Mbah a Moute,Luke Ridnour,0.1111111111111111
5228,20900322,1610612737,1610612761,1.625,2.4,t,0,2009,Andrea Bargnani,Chris Bosh,Hedo Turkoglu,Jarrett Jack,DeMar DeRozan,Amir Johnson,1610612737,Josh Smith,Marvin Williams,Maurice Evans,Jamal Crawford,Joe Johnson,Zaza Pachulia,0.2222222222222222
1985,21601089,1610612758,1610612746,9.0,1.0625,t,0,2016,Austin Rivers,Blake Griffin,Chris Paul,DeAndre Jordan,Jamal Crawford,Raymond Felton,1610612758,Willie Cauley-Stein,Darren Collison,Garrett Temple,Langston Galloway,Anthony Tolliver,Buddy Hield,1.0
8132,21600680,1610612758,1610612739,5.75,1.1333333333333333,t,0,2016,LeBron James,Kyrie Irving,Kevin Love,Kyle Korver,Tristan Thompson,Iman Shumpert,1610612758,Arron Afflalo,DeMarcus Cousins,Garrett Temple,Darren Collison,Willie Cauley-Stein,Anthony Tolliver,1.0
2845,20700595,1610612738,1610612752,1.2380952380952381,4.1,t,0,2007,Jamal Crawford,Zach Randolph,Nate Robinson,Fred Jones,Eddy Curry,Jared Jeffries,1610612738,Ray Allen,Kevin Garnett,Paul Pierce,Kendrick Perkins,Rajon Rondo,Tony Allen,0.0
5881,21600075,1610612756,1610612740,2.3,1.6666666666666665,t,0,2016,Anthony Davis,E'Twaun Moore,Solomon Hill,Lance Stephenson,Langston Galloway,Terrence Jones,1610612756,Devin Booker,TJ Warren,Eric Bledsoe,Tyson Chandler,PJ Tucker,Brandon Knight,1.0
2693,21500296,1610612738,1610612759,4.3,1.2173913043478262,t,1,2015,Kawhi Leonard,Danny Green,LaMarcus Aldridge,Tony Parker,Manu Ginobili,Patty Mills,1610612738,Avery Bradley,Isaiah Thomas,Jae Crowder,Amir Johnson,Evan Turner,Jared Sullinger,0.8888888888888888
3522,21100108,1610612757,1610612756,1.6896551724137931,2.25,t,1,2011,Markieff Morris,Jared Dudley,Steve Nash,Marcin Gortat,Hakim Warrick,Grant Hill,1610612757,LaMarcus Aldridge,Nicolas Batum,Raymond Felton,Wesley Matthews,Gerald Wallace,Marcus Camby,0.4444444444444444
8166,21600833,1610612758,1610612747,2.05,1.8,t,0,2016,Nick Young,Jordan Clarkson,Brandon Ingram,Larry Nance Jr.,Lou Williams,D'Angelo Russell,1610612758,Darren Collison,Arron Afflalo,DeMarcus Cousins,Ben McLemore,Matt Barnes,Kosta Koufos,1.0
775,20700618,1610612747,1610612759,3.85,1.2702702702702702,t,1,2007,Tim Duncan,Tony Parker,Manu Ginobili,Michael Finley,Brent Barry,Ime Udoka,1610612747,Kobe Bryant,Lamar Odom,Luke Walton,Derek Fisher,Sasha Vujacic,Kwame Brown,0.0
6492,21300552,1610612739,1610612758,2.4,1.625,t,1,2013,Isaiah Thomas,Jason Thompson,DeMarcus Cousins,Rudy Gay,Ben McLemore,Marcus Thornton,1610612739,Kyrie Irving,Anderson Varejao,CJ Miles,Tristan Thompson,Earl Clark,Luol Deng,0.6666666666666666
1171,20900695,1610612743,1610612759,2.95,1.425531914893617,t,0,2009,George Hill,Richard Jefferson,Tim Duncan,Manu Ginobili,Antonio McDyess,Roger Mason Jr.,1610612743,Chauncey Billups,Kenyon Martin,Arron Afflalo,JR Smith,Nene,Chris Andersen,0.2222222222222222
597,21401058,1610612755,1610612758,4.5,1.2,t,1,2014,Rudy Gay,DeMarcus Cousins,Ben McLemore,Ray McCallum,Omri Casspi,Nik Stauskas,1610612755,Ish Smith,Nerlens Noel,Luc Mbah a Moute,Robert Covington,Hollis Thompson,Jerami Grant,0.7777777777777778
6751,21400826,1610612743,1610612760,4.1,1.2380952380952381,t,1,2014,D.J. Augustin,Russell Westbrook,Dion Waiters,Enes Kanter,Serge Ibaka,Mitch McGary,1610612743,Jusuf Nurkic,Will Barton,Ty Lawson,Kenneth Faried,Danilo Gallinari,Joffrey Lauvergne,0.7777777777777778
8271,21601229,1610612747,1610612744,7.0,1.1,t,1,2016,Patrick McCaw,James Michael McAdoo,Stephen Curry,Kevin Durant,Klay Thompson,Ian Clark,1610612747,Tyler Ennis,Jordan Clarkson,Larry Nance Jr.,Brandon Ingram,David Nwaba,Julius Randle,1.0
563,21400888,1610612746,1610612750,1.3773584905660377,3.25,t,0,2014,Andrew Wiggins,Gary Neal,Ricky Rubio,Gorgui Dieng,Adreian Payne,Zach LaVine,1610612746,JJ Redick,DeAndre Jordan,Chris Paul,Jordan Hamilton,Austin Rivers,Glen Davis,0.7777777777777778
4506,21400241,1610612759,1610612738,1.2777777777777777,3.8,t,0,2014,Rajon Rondo,Jeff Green,Avery Bradley,Jared Sullinger,Evan Turner,Kelly Olynyk,1610612759,Danny Green,Tony Parker,Kawhi Leonard,Tim Duncan,Boris Diaw,Matt Bonner,0.7777777777777778
3427,21000673,1610612760,1610612750,1.434782608695652,2.9,t,0,2010,Kevin Love,Michael Beasley,Luke Ridnour,Wesley Johnson,Corey Brewer,Darko Milicic,1610612760,Kevin Durant,Jeff Green,Russell Westbrook,Nenad Krstic,James Harden,Thabo Sefolosha,0.3333333333333333
7648,21000777,1610612759,1610612761,1.25,4.0,t,0,2010,Jose Calderon,Andrea Bargnani,DeMar DeRozan,Amir Johnson,Sonny Weems,Leandro Barbosa,1610612759,George Hill,DeJuan Blair,Tony Parker,Manu Ginobili,Tim Duncan,Richard Jefferson,0.3333333333333333
5062,20800620,1610612756,1610612752,1.3846153846153846,3.2,t,1,2008,Chris Duhon,Al Harrington,David Lee,Nate Robinson,Quentin Richardson,Wilson Chandler,1610612756,Amar'e Stoudemire,Steve Nash,Shaquille O'Neal,Jason Richardson,Grant Hill,Matt Barnes,0.1111111111111111
3241,20900876,1610612745,1610612762,5.0,1.1666666666666667,t,1,2009,Mehmet Okur,Wesley Matthews,Deron Williams,Paul Millsap,Kyle Korver,Carlos Boozer,1610612745,Chase Budinger,Kevin Martin,Luis Scola,Chuck Hayes,Aaron Brooks,Jermaine Taylor,0.2222222222222222
6817,21500146,1610612763,1610612750,1.526315789473684,2.65,t,0,2015,Andrew Wiggins,Andre Miller,Karl-Anthony Towns,Kevin Garnett,Nemanja Bjelica,Tayshaun Prince,1610612763,Marc Gasol,Jeff Green,Mike Conley,Courtney Lee,Zach Randolph,JaMychal Green,0.8888888888888888
121,21200673,1610612753,1610612752,4.5,1.2,t,1,2012,Carmelo Anthony,JR Smith,Tyson Chandler,Raymond Felton,Steve Novak,Iman Shumpert,1610612753,Maurice Harkless,JJ Redick,Jameer Nelson,Nikola Vucevic,E'Twaun Moore,DeQuan Jones,0.5555555555555556
4974,20800150,1610612737,1610612754,2.35,1.6451612903225805,t,1,2008,Troy Murphy,Rasho Nesterovic,Danny Granger,T.J. Ford,Marquis Daniels,Jarrett Jack,1610612737,Joe Johnson,Marvin Williams,Mike Bibby,Maurice Evans,Zaza Pachulia,Solomon Jones,0.1111111111111111
2364,21300663,1610612761,1610612751,2.55,1.5714285714285714,t,0,2013,Joe Johnson,Paul Pierce,Deron Williams,Alan Anderson,Kevin Garnett,Shaun Livingston,1610612761,Kyle Lowry,Terrence Ross,Jonas Valanciunas,Amir Johnson,John Salmons,Greivis Vasquez,0.6666666666666666
492,21400510,1610612766,1610612738,3.0,1.4166666666666667,t,0,2014,Jared Sullinger,Jae Crowder,Jeff Green,Brandon Bass,Marcus Smart,Evan Turner,1610612766,Kemba Walker,Gerald Henderson,Cody Zeller,Marvin Williams,Bismack Biyombo,Gary Neal,0.7777777777777778
3329,21000197,1610612750,1610612760,4.75,1.1818181818181819,t,1,2010,Kevin Durant,Jeff Green,Thabo Sefolosha,Russell Westbrook,Nenad Krstic,Serge Ibaka,1610612750,Kevin Love,Michael Beasley,Darko Milicic,Luke Ridnour,Anthony Tolliver,Wesley Johnson,0.3333333333333333
2357,21300601,1610612747,1610612761,4.5,1.2,t,0,2013,DeMar DeRozan,Kyle Lowry,Terrence Ross,Amir Johnson,Patrick Patterson,Chuck Hayes,1610612747,Jodie Meeks,Ryan Kelly,Kendall Marshall,Pau Gasol,Nick Young,Wesley Johnson,0.6666666666666666
8129,21600662,1610612747,1610612742,2.9,1.434782608695652,t,1,2016,Dorian Finney-Smith,Harrison Barnes,Seth Curry,Deron Williams,Dirk Nowitzki,Dwight Powell,1610612747,Brandon Ingram,Nick Young,Jordan Clarkson,Julius Randle,Lou Williams,Timofey Mozgov,1.0
1264,20901230,1610612756,1610612762,2.85,1.4444444444444444,t,0,2009,Paul Millsap,Deron Williams,Wesley Matthews,CJ Miles,Mehmet Okur,Kosta Koufos,1610612756,Amar'e Stoudemire,Channing Frye,Steve Nash,Jason Richardson,Jared Dudley,Leandro Barbosa,0.2222222222222222
4493,21400172,1610612753,1610612766,2.5,1.5882352941176472,t,0,2014,Lance Stephenson,Kemba Walker,Marvin Williams,Al Jefferson,Gary Neal,Gerald Henderson,1610612753,Tobias Harris,Nikola Vucevic,Evan Fournier,Elfrid Payton,Victor Oladipo,Channing Frye,0.7777777777777778
2040,21200109,1610612765,1610612755,4.0,1.25,t,0,2012,Jrue Holiday,Thaddeus Young,Lavoy Allen,Jason Richardson,Nick Young,Evan Turner,1610612765,Greg Monroe,Kyle Singler,Brandon Knight,Tayshaun Prince,Jason Maxiell,Corey Maggette,0.5555555555555556
7395,20900447,1610612764,1610612763,2.85,1.4444444444444444,t,1,2009,O.J. Mayo,Marc Gasol,Zach Randolph,Mike Conley,Sam Young,DeMarre Carroll,1610612764,Caron Butler,Gilbert Arenas,Brendan Haywood,Antawn Jamison,Randy Foye,Andray Blatche,0.2222222222222222
