,game_id,a_team_id,team_id,a_price,h_price,is_home,wl,season_year,player_1,player_2,player_3,player_4,player_5,player_6,team_id_a,player_1_a,player_2_a,player_3_a,player_4_a,player_5_a,player_6_a,season_num
1825,21600396,1610612747,1610612755,1.9090909090909092,1.9090909090909092,t,0,2016,Robert Covington,Joel Embiid,Ersan Ilyasova,Nik Stauskas,Sergio Rodriguez,Jahlil Okafor,1610612747,Larry Nance Jr.,Julius Randle,Luol Deng,D'Angelo Russell,Jordan Clarkson,Lou Williams,1.0
5324,20900908,1610612760,1610612743,3.6,1.3125,t,1,2009,Carmelo Anthony,Kenyon Martin,Arron Afflalo,Chauncey Billups,Nene,JR Smith,1610612760,James Harden,Kevin Durant,Serge Ibaka,Nenad Krstic,Russell Westbrook,Thabo Sefolosha,0.2222222222222222
2524,21400412,1610612762,1610612763,4.1,1.2380952380952381,t,0,2014,Courtney Lee,Marc Gasol,Kosta Koufos,Mike Conley,Jon Leuer,Tayshaun Prince,1610612762,Derrick Favors,Gordon Hayward,Alec Burks,Enes Kanter,Rudy Gobert,Trey Burke,0.7777777777777778
2925,20701152,1610612745,1610612746,1.1818181818181819,4.75,t,0,2007,Josh Powell,Elton Brand,Cuttino Mobley,Al Thornton,Brevin Knight,Dan Dickau,1610612745,Tracy McGrady,Luther Head,Shane Battier,Luis Scola,Chuck Hayes,Aaron Brooks,0.0
3175,20900438,1610612756,1610612744,1.6451612903225805,2.35,t,1,2009,Monta Ellis,Anthony Morrow,Corey Maggette,C.J. Watson,Stephen Curry,Anthony Randolph,1610612756,Jason Richardson,Steve Nash,Jared Dudley,Amar'e Stoudemire,Channing Frye,Grant Hill,0.2222222222222222
7006,20700544,1610612765,1610612752,1.2272727272727273,4.2,t,1,2007,Jamal Crawford,Zach Randolph,Eddy Curry,Nate Robinson,David Lee,Quentin Richardson,1610612765,Antonio McDyess,Chauncey Billups,Richard Hamilton,Tayshaun Prince,Rasheed Wallace,Rodney Stuckey,0.0
601,21401077,1610612748,1610612737,4.0,1.25,t,1,2014,DeMarre Carroll,Kyle Korver,Dennis Schroder,Paul Millsap,Al Horford,Shelvin Mack,1610612748,Henry Walker,Luol Deng,Mario Chalmers,Goran Dragic,Udonis Haslem,Tyler Johnson,0.7777777777777778
6507,21300634,1610612761,1610612755,1.3773584905660377,3.25,t,0,2013,Michael Carter-Williams,Spencer Hawes,Evan Turner,Thaddeus Young,James Anderson,Hollis Thompson,1610612761,DeMar DeRozan,Kyle Lowry,Patrick Patterson,John Salmons,Amir Johnson,Chuck Hayes,0.6666666666666666
7997,21600074,1610612746,1610612763,1.434782608695652,2.9,t,0,2016,Mike Conley,Marc Gasol,James Ennis III,Zach Randolph,Vince Carter,Tony Allen,1610612746,DeAndre Jordan,Blake Griffin,Chris Paul,JJ Redick,Jamal Crawford,Austin Rivers,1.0
2575,21400771,1610612757,1610612745,2.7,1.5,t,0,2014,Trevor Ariza,James Harden,Donatas Motiejunas,Josh Smith,Patrick Beverley,Corey Brewer,1610612757,Damian Lillard,LaMarcus Aldridge,Wesley Matthews,Robin Lopez,Nicolas Batum,Steve Blake,0.7777777777777778
799,20700703,1610612740,1610612762,2.35,1.6451612903225805,t,1,2007,Mehmet Okur,Deron Williams,Carlos Boozer,Ronnie Brewer,Kyle Korver,Matt Harpring,1610612740,Peja Stojakovic,David West,Tyson Chandler,Morris Peterson,Chris Paul,Jannero Pargo,0.0
8077,21600406,1610612746,1610612764,1.4545454545454546,2.8,t,1,2016,Marcin Gortat,Bradley Beal,John Wall,Markieff Morris,Otto Porter Jr.,Trey Burke,1610612746,Blake Griffin,Chris Paul,DeAndre Jordan,Jamal Crawford,JJ Redick,Austin Rivers,1.0
1046,20801108,1610612742,1610612750,1.2380952380952381,4.1,t,0,2008,Rodney Carney,Mike Miller,Kevin Love,Ryan Gomes,Sebastian Telfair,Kevin Ollie,1610612742,Jason Terry,Dirk Nowitzki,J.J. Barea,Jason Kidd,Antoine Wright,Erick Dampier,0.1111111111111111
8144,21600729,1610612743,1610612747,1.8695652173913042,1.9523809523809523,t,1,2016,D'Angelo Russell,Luol Deng,Nick Young,Lou Williams,Timofey Mozgov,Brandon Ingram,1610612743,Jameer Nelson,Wilson Chandler,Danilo Gallinari,Gary Harris,Kenneth Faried,Jamal Murray,1.0
2125,21200575,1610612745,1610612742,2.5,1.5882352941176472,t,1,2012,O.J. Mayo,Dirk Nowitzki,Shawn Marion,Darren Collison,Elton Brand,Chris Kaman,1610612745,Chandler Parsons,James Harden,Omer Asik,Jeremy Lin,Carlos Delfino,Patrick Patterson,0.5555555555555556
8220,21601022,1610612738,1610612751,1.2222222222222223,4.25,t,0,2016,Quincy Acy,Brook Lopez,Spencer Dinwiddie,Randy Foye,Caris LeVert,Isaiah Whitehead,1610612738,Jae Crowder,Avery Bradley,Al Horford,Marcus Smart,Terry Rozier,Amir Johnson,1.0
7465,20900846,1610612757,1610612761,2.35,1.6451612903225805,t,0,2009,Hedo Turkoglu,Andrea Bargnani,Jarrett Jack,Jose Calderon,Amir Johnson,Antoine Wright,1610612757,LaMarcus Aldridge,Brandon Roy,Andre Miller,Rudy Fernandez,Juwan Howard,Dante Cunningham,0.2222222222222222
1945,21600881,1610612766,1610612746,5.25,1.1538461538461537,t,1,2016,DeAndre Jordan,Blake Griffin,Chris Paul,JJ Redick,Luc Mbah a Moute,Austin Rivers,1610612766,Kemba Walker,Nicolas Batum,Marvin Williams,Jeremy Lamb,Frank Kaminsky,Christian Wood,1.0
7683,21001030,1610612743,1610612748,4.0,1.25,t,1,2010,LeBron James,Dwyane Wade,Chris Bosh,Mike Bibby,Joel Anthony,Erick Dampier,1610612743,Ty Lawson,Kenyon Martin,Wilson Chandler,JR Smith,Danilo Gallinari,Nene,0.3333333333333333
2682,21500236,1610612744,1610612756,1.2380952380952381,4.1,t,0,2015,TJ Warren,Brandon Knight,Eric Bledsoe,Devin Booker,Mirza Teletovic,Markieff Morris,1610612744,Draymond Green,Stephen Curry,Klay Thompson,Leandro Barbosa,Andre Iguodala,Harrison Barnes,0.8888888888888888
6847,21500292,1610612766,1610612741,2.95,1.425531914893617,t,0,2015,Jimmy Butler,Derrick Rose,Doug McDermott,Nikola Mirotic,Pau Gasol,Joakim Noah,1610612766,Kemba Walker,Nicolas Batum,Cody Zeller,Marvin Williams,Jeremy Lin,Spencer Hawes,0.8888888888888888
3988,21600790,1610612761,1610612750,1.5714285714285714,2.55,t,1,2016,Andrew Wiggins,Karl-Anthony Towns,Gorgui Dieng,Tyus Jones,Shabazz Muhammad,Ricky Rubio,1610612761,DeMar DeRozan,Kyle Lowry,DeMarre Carroll,Jonas Valanciunas,Cory Joseph,Lucas Nogueira,1.0
7302,20801134,1610612745,1610612747,3.0,1.4166666666666667,t,1,2008,Kobe Bryant,Pau Gasol,Lamar Odom,Trevor Ariza,Derek Fisher,Jordan Farmar,1610612745,Yao Ming,Metta World Peace,Shane Battier,Luis Scola,Aaron Brooks,Kyle Lowry,0.1111111111111111
7354,20900196,1610612765,1610612756,5.0,1.1666666666666667,t,1,2009,Amar'e Stoudemire,Grant Hill,Jason Richardson,Steve Nash,Channing Frye,Leandro Barbosa,1610612765,Jonas Jerebko,Rodney Stuckey,Will Bynum,Charlie Villanueva,Ben Gordon,DaJuan Summers,0.2222222222222222
7276,20800962,1610612747,1610612745,2.4,1.625,t,0,2008,Metta World Peace,Yao Ming,Luis Scola,Shane Battier,Von Wafer,Carl Landry,1610612747,Pau Gasol,Kobe Bryant,Josh Powell,Derek Fisher,Trevor Ariza,Luke Walton,0.1111111111111111
2170,21200780,1610612761,1610612752,4.0,1.25,t,0,2012,Carmelo Anthony,Raymond Felton,JR Smith,Tyson Chandler,Jason Kidd,Iman Shumpert,1610612761,Rudy Gay,DeMar DeRozan,Alan Anderson,Amir Johnson,Kyle Lowry,Landry Fields,0.5555555555555556
3332,21000213,1610612748,1610612753,2.4,1.625,t,1,2010,JJ Redick,Dwight Howard,Jameer Nelson,Rashard Lewis,Brandon Bass,Quentin Richardson,1610612748,LeBron James,Dwyane Wade,Chris Bosh,Eddie House,Zydrunas Ilgauskas,Carlos Arroyo,0.3333333333333333
6563,21300919,1610612758,1610612761,3.5,1.3333333333333333,t,1,2013,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Terrence Ross,Jonas Valanciunas,Amir Johnson,1610612758,Isaiah Thomas,Rudy Gay,Ben McLemore,DeMarcus Cousins,Reggie Evans,Jason Thompson,0.6666666666666666
7250,20800754,1610612752,1610612757,3.9,1.263157894736842,t,1,2008,Brandon Roy,Sergio Rodriguez,LaMarcus Aldridge,Travis Outlaw,Greg Oden,Rudy Fernandez,1610612752,Chris Duhon,David Lee,Al Harrington,Nate Robinson,Quentin Richardson,Tim Thomas,0.1111111111111111
2839,20700559,1610612744,1610612750,1.263157894736842,3.9,t,0,2007,Marko Jaric,Al Jefferson,Ryan Gomes,Sebastian Telfair,Rashad McCants,Antoine Walker,1610612744,Baron Davis,Monta Ellis,Stephen Jackson,Andris Biedrins,Mickael Pietrus,Al Harrington,0.0
2168,21200768,1610612737,1610612742,2.9,1.434782608695652,t,0,2012,O.J. Mayo,Dirk Nowitzki,Darren Collison,Shawn Marion,Vince Carter,Elton Brand,1610612737,Josh Smith,Jeff Teague,Al Horford,Devin Harris,Kyle Korver,Anthony Tolliver,0.5555555555555556
8167,21600839,1610612742,1610612765,2.65,1.526315789473684,t,1,2016,Kentavious Caldwell-Pope,Marcus Morris,Jon Leuer,Reggie Jackson,Aron Baynes,Tobias Harris,1610612742,Harrison Barnes,Wesley Matthews,Dirk Nowitzki,Deron Williams,Seth Curry,Yogi Ferrell,1.0
5269,20900593,1610612762,1610612743,3.55,1.3225806451612903,t,1,2009,Carmelo Anthony,Nene,Kenyon Martin,Chauncey Billups,Ty Lawson,Arron Afflalo,1610612762,Deron Williams,Carlos Boozer,Paul Millsap,Kyle Korver,Andrei Kirilenko,Mehmet Okur,0.2222222222222222
1920,21600776,1610612742,1610612743,2.25,1.6896551724137931,t,1,2016,Wilson Chandler,Will Barton,Gary Harris,Jameer Nelson,Nikola Jokic,Darrell Arthur,1610612742,Yogi Ferrell,Wesley Matthews,Seth Curry,Harrison Barnes,Dwight Powell,Dirk Nowitzki,1.0
4340,21300317,1610612756,1610612747,2.4,1.625,t,0,2013,Steve Blake,Jodie Meeks,Kobe Bryant,Xavier Henry,Pau Gasol,Nick Young,1610612756,Goran Dragic,Eric Bledsoe,PJ Tucker,Markieff Morris,Marcus Morris,Channing Frye,0.6666666666666666
2388,21300783,1610612758,1610612752,3.1,1.4,t,0,2013,Carmelo Anthony,Tyson Chandler,Raymond Felton,Tim Hardaway Jr.,Amar'e Stoudemire,Pablo Prigioni,1610612758,Rudy Gay,Isaiah Thomas,Derrick Williams,DeMarcus Cousins,Jason Thompson,Jimmer Fredette,0.6666666666666666
364,21300998,1610612756,1610612751,2.55,1.5714285714285714,t,1,2013,Deron Williams,Shaun Livingston,Joe Johnson,Paul Pierce,Mason Plumlee,Andray Blatche,1610612756,Gerald Green,PJ Tucker,Markieff Morris,Goran Dragic,Eric Bledsoe,Ish Smith,0.6666666666666666
2587,21400837,1610612763,1610612746,2.35,1.6451612903225805,t,0,2014,DeAndre Jordan,Chris Paul,JJ Redick,Matt Barnes,Spencer Hawes,Jamal Crawford,1610612763,Jeff Green,Mike Conley,Zach Randolph,Marc Gasol,Courtney Lee,Tony Allen,0.7777777777777778
5858,21501098,1610612760,1610612761,1.6666666666666665,2.3,t,0,2015,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Norman Powell,Jonas Valanciunas,Cory Joseph,1610612760,Kevin Durant,Russell Westbrook,Serge Ibaka,Dion Waiters,Steven Adams,Andre Roberson,0.8888888888888888
1870,21600588,1610612747,1610612759,10.5,1.05,t,1,2016,Kawhi Leonard,Pau Gasol,Danny Green,LaMarcus Aldridge,Tony Parker,Jonathon Simmons,1610612747,Julius Randle,Brandon Ingram,D'Angelo Russell,Jordan Clarkson,Luol Deng,Tarik Black,1.0
1901,21600702,1610612764,1610612737,2.35,1.6451612903225805,t,0,2016,Dwight Howard,Dennis Schroder,Malcolm Delaney,Paul Millsap,Tim Hardaway Jr.,Mike Dunleavy,1610612764,Otto Porter Jr.,John Wall,Kelly Oubre Jr.,Marcin Gortat,Bradley Beal,Markieff Morris,1.0
4304,21300116,1610612752,1610612737,2.6,1.5555555555555556,t,0,2013,Jeff Teague,Kyle Korver,Al Horford,DeMarre Carroll,Paul Millsap,Cartier Martin,1610612752,Carmelo Anthony,Iman Shumpert,JR Smith,Raymond Felton,Andrea Bargnani,Metta World Peace,0.6666666666666666
1313,21000372,1610612766,1610612763,4.25,1.2222222222222223,t,1,2010,Rudy Gay,Zach Randolph,Mike Conley,Marc Gasol,O.J. Mayo,Xavier Henry,1610612766,D.J. Augustin,Boris Diaw,Stephen Jackson,Dominic McGuire,Kwame Brown,Nazr Mohammed,0.3333333333333333
2462,21400039,1610612758,1610612746,4.75,1.1818181818181819,t,0,2014,Blake Griffin,Chris Paul,JJ Redick,Matt Barnes,DeAndre Jordan,Spencer Hawes,1610612758,Rudy Gay,Darren Collison,Jason Thompson,DeMarcus Cousins,Nik Stauskas,Ben McLemore,0.7777777777777778
3441,21000795,1610612756,1610612762,3.0,1.4166666666666667,t,0,2010,Deron Williams,Paul Millsap,Al Jefferson,CJ Miles,Gordon Hayward,Earl Watson,1610612756,Steve Nash,Grant Hill,Marcin Gortat,Channing Frye,Mickael Pietrus,Jared Dudley,0.3333333333333333
6264,21200502,1610612763,1610612756,1.5,2.7,t,0,2012,Goran Dragic,Marcin Gortat,PJ Tucker,Luis Scola,Shannon Brown,Jared Dudley,1610612763,Rudy Gay,Zach Randolph,Marc Gasol,Mike Conley,Tony Allen,Jerryd Bayless,0.5555555555555556
4751,21500507,1610612741,1610612761,2.6,1.5555555555555556,t,0,2015,Kyle Lowry,DeMar DeRozan,Luis Scola,Cory Joseph,Patrick Patterson,DeMarre Carroll,1610612741,Jimmy Butler,Pau Gasol,Taj Gibson,Nikola Mirotic,Aaron Brooks,Kirk Hinrich,0.8888888888888888
8258,21601178,1610612750,1610612757,2.95,1.425531914893617,t,1,2016,Al-Farouq Aminu,Damian Lillard,CJ McCollum,Allen Crabbe,Maurice Harkless,Evan Turner,1610612750,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Gorgui Dieng,Brandon Rush,Omri Casspi,1.0
593,21401052,1610612750,1610612762,4.75,1.1818181818181819,t,0,2014,Derrick Favors,Rudy Gobert,Trey Burke,Joe Ingles,Elijah Millsap,Dante Exum,1610612750,Andrew Wiggins,Zach LaVine,Lorenzo Brown,Gorgui Dieng,Chase Budinger,Adreian Payne,0.7777777777777778
3042,20800797,1610612737,1610612747,4.5,1.2,t,1,2008,Lamar Odom,Pau Gasol,Kobe Bryant,Derek Fisher,Luke Walton,Trevor Ariza,1610612737,Marvin Williams,Joe Johnson,Mike Bibby,Zaza Pachulia,Josh Smith,Acie Law,0.1111111111111111
6154,21601155,1610612766,1610612764,2.35,1.6451612903225805,t,1,2016,Bradley Beal,John Wall,Kelly Oubre Jr.,Otto Porter Jr.,Marcin Gortat,Jason Smith,1610612766,Kemba Walker,Cody Zeller,Nicolas Batum,Marvin Williams,Frank Kaminsky,Michael Kidd-Gilchrist,1.0
5222,20900298,1610612744,1610612760,3.65,1.303030303030303,t,1,2009,Kevin Durant,Jeff Green,Russell Westbrook,James Harden,Thabo Sefolosha,Nick Collison,1610612744,Monta Ellis,C.J. Watson,Stephen Curry,Vladimir Radmanovic,Anthony Randolph,Mikki Moore,0.2222222222222222
237,21300152,1610612743,1610612760,4.75,1.1818181818181819,t,1,2013,Kevin Durant,Russell Westbrook,Serge Ibaka,Reggie Jackson,Thabo Sefolosha,Jeremy Lamb,1610612743,Ty Lawson,JJ Hickson,Wilson Chandler,Randy Foye,Kenneth Faried,Evan Fournier,0.6666666666666666
7320,20801216,1610612762,1610612747,3.4,1.3571428571428572,t,1,2008,Pau Gasol,Andrew Bynum,Trevor Ariza,Kobe Bryant,Sasha Vujacic,Shannon Brown,1610612762,Deron Williams,Carlos Boozer,Ronnie Brewer,Andrei Kirilenko,Jarron Collins,Paul Millsap,0.1111111111111111
4010,21600898,1610612755,1610612748,4.5,1.2,t,1,2016,Tyler Johnson,James Johnson,Wayne Ellington,Okaro White,Dion Waiters,Josh Richardson,1610612755,T.J. McConnell,Dario Saric,Nik Stauskas,Richaun Holmes,Robert Covington,Justin Anderson,1.0
2232,21201105,1610612738,1610612750,2.75,1.4761904761904763,t,1,2012,Nikola Pekovic,Ricky Rubio,J.J. Barea,Andrei Kirilenko,Derrick Williams,Dante Cunningham,1610612738,Jeff Green,Brandon Bass,Avery Bradley,Jordan Crawford,Jason Terry,Courtney Lee,0.5555555555555556
4254,21201074,1610612764,1610612753,1.5882352941176472,2.5,t,1,2012,Tobias Harris,Maurice Harkless,E'Twaun Moore,Beno Udrih,Andrew Nicholson,Kyle O'Quinn,1610612764,Martell Webster,John Wall,Garrett Temple,Emeka Okafor,Trevor Booker,Trevor Ariza,0.5555555555555556
671,21500273,1610612743,1610612741,4.75,1.1818181818181819,t,1,2015,Jimmy Butler,Derrick Rose,Pau Gasol,Joakim Noah,Doug McDermott,Taj Gibson,1610612743,Danilo Gallinari,Emmanuel Mudiay,Kenneth Faried,Will Barton,Randy Foye,Joffrey Lauvergne,0.8888888888888888
3657,21100868,1610612744,1610612757,2.65,1.526315789473684,t,1,2011,JJ Hickson,Raymond Felton,Wesley Matthews,Nicolas Batum,Jamal Crawford,Joel Przybilla,1610612744,David Lee,Klay Thompson,Nate Robinson,Brandon Rush,Dorell Wright,Richard Jefferson,0.4444444444444444
729,20700270,1610612747,1610612743,4.0,1.25,t,0,2007,Allen Iverson,Carmelo Anthony,Marcus Camby,Kenyon Martin,Anthony Carter,Eduardo Najera,1610612747,Lamar Odom,Derek Fisher,Kobe Bryant,Andrew Bynum,Luke Walton,Vladimir Radmanovic,0.0
3632,21100759,1610612743,1610612766,1.2380952380952381,4.1,t,0,2011,Gerald Henderson,Corey Maggette,Bismack Biyombo,Kemba Walker,D.J. Augustin,Eduardo Najera,1610612743,Arron Afflalo,Ty Lawson,Al Harrington,Kenneth Faried,Corey Brewer,Andre Miller,0.4444444444444444
6445,21300294,1610612748,1610612750,1.3571428571428572,3.4,t,0,2013,Nikola Pekovic,Kevin Martin,Corey Brewer,Ricky Rubio,Luc Mbah a Moute,J.J. Barea,1610612748,Dwyane Wade,LeBron James,Rashard Lewis,Norris Cole,Mario Chalmers,Chris Bosh,0.6666666666666666
6899,20700015,1610612749,1610612766,2.5,1.5882352941176472,t,1,2007,Raymond Felton,Gerald Wallace,Emeka Okafor,Jason Richardson,Jeff McInnis,Primoz Brezec,1610612749,Michael Redd,Andrew Bogut,Desmond Mason,Mo Williams,Charlie Bell,Charlie Villanueva,0.0
5440,21000408,1610612740,1610612754,2.45,1.606060606060606,t,1,2010,Danny Granger,Darren Collison,Brandon Rush,Mike Dunleavy,Roy Hibbert,Jeff Foster,1610612740,Chris Paul,David West,Trevor Ariza,Marco Belinelli,Emeka Okafor,Jarrett Jack,0.3333333333333333
2636,21401181,1610612759,1610612745,1.606060606060606,2.45,t,0,2014,Trevor Ariza,James Harden,Jason Terry,Terrence Jones,Dwight Howard,Corey Brewer,1610612759,Kawhi Leonard,Tim Duncan,Tony Parker,Boris Diaw,Danny Green,Manu Ginobili,0.7777777777777778
6297,21200656,1610612737,1610612752,2.9,1.434782608695652,t,1,2012,Carmelo Anthony,Raymond Felton,JR Smith,Tyson Chandler,Amar'e Stoudemire,Iman Shumpert,1610612737,Kyle Korver,Josh Smith,Jeff Teague,Al Horford,DeShawn Stevenson,Devin Harris,0.5555555555555556
741,20700373,1610612744,1610612750,1.3448275862068966,3.45,t,0,2007,Rashad McCants,Al Jefferson,Sebastian Telfair,Corey Brewer,Gerald Green,Ryan Gomes,1610612744,Baron Davis,Monta Ellis,Andris Biedrins,Stephen Jackson,Al Harrington,Kelenna Azubuike,0.0
3868,21600346,1610612749,1610612764,2.45,1.606060606060606,t,1,2016,John Wall,Bradley Beal,Marcin Gortat,Markieff Morris,Otto Porter Jr.,Kelly Oubre Jr.,1610612749,Giannis Antetokounmpo,Tony Snell,Matthew Dellavedova,Mirza Teletovic,John Henson,Jabari Parker,1.0
7853,21100784,1610612744,1610612747,5.5,1.1428571428571428,t,1,2011,Pau Gasol,Kobe Bryant,Ramon Sessions,Metta World Peace,Troy Murphy,Matt Barnes,1610612744,David Lee,Dominic McGuire,Klay Thompson,Nate Robinson,Richard Jefferson,Charles Jenkins,0.4444444444444444
3079,20801054,1610612755,1610612757,4.1,1.2380952380952381,t,0,2008,Brandon Roy,LaMarcus Aldridge,Steve Blake,Rudy Fernandez,Travis Outlaw,Greg Oden,1610612755,Andre Miller,Andre Iguodala,Thaddeus Young,Samuel Dalembert,Lou Williams,Willie Green,0.1111111111111111
2567,21400721,1610612749,1610612761,3.2,1.3846153846153846,t,0,2014,Greivis Vasquez,Terrence Ross,Patrick Patterson,Lou Williams,Kyle Lowry,DeMar DeRozan,1610612749,Jared Dudley,Khris Middleton,Giannis Antetokounmpo,Jerryd Bayless,John Henson,Jorge Gutierrez,0.7777777777777778
169,21200992,1610612758,1610612747,4.25,1.2222222222222223,t,1,2012,Dwight Howard,Metta World Peace,Antawn Jamison,Steve Blake,Steve Nash,Jodie Meeks,1610612758,Tyreke Evans,Patrick Patterson,Isaiah Thomas,John Salmons,Chuck Hayes,Jason Thompson,0.5555555555555556
1548,21100668,1610612757,1610612760,5.0,1.1666666666666667,t,1,2011,Kevin Durant,Russell Westbrook,James Harden,Serge Ibaka,Kendrick Perkins,Daequan Cook,1610612757,Nicolas Batum,LaMarcus Aldridge,Wesley Matthews,Raymond Felton,Jamal Crawford,Joel Przybilla,0.4444444444444444
3696,21500637,1610612750,1610612742,3.2,1.3846153846153846,t,1,2015,Chandler Parsons,Wesley Matthews,Deron Williams,Zaza Pachulia,Devin Harris,Charlie Villanueva,1610612750,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Shabazz Muhammad,Tayshaun Prince,Nemanja Bjelica,0.8888888888888888
7150,20800204,1610612740,1610612746,1.3636363636363638,3.35,t,0,2008,Al Thornton,Baron Davis,Chris Kaman,Eric Gordon,Marcus Camby,Mike Taylor,1610612740,Chris Paul,David West,Tyson Chandler,Peja Stojakovic,James Posey,Rasual Butler,0.1111111111111111
1084,20900226,1610612746,1610612765,2.5,1.5882352941176472,t,0,2009,Ben Wallace,Charlie Villanueva,Rodney Stuckey,Jonas Jerebko,Will Bynum,Austin Daye,1610612746,Marcus Camby,Al Thornton,Baron Davis,Chris Kaman,Eric Gordon,Rasual Butler,0.2222222222222222
6511,21300655,1610612747,1610612752,3.1,1.4,t,1,2013,Carmelo Anthony,JR Smith,Raymond Felton,Tyson Chandler,Iman Shumpert,Tim Hardaway Jr.,1610612747,Jodie Meeks,Pau Gasol,Kendall Marshall,Nick Young,Wesley Johnson,Ryan Kelly,0.6666666666666666
7849,21100772,1610612766,1610612765,3.75,1.2857142857142856,t,1,2011,Brandon Knight,Tayshaun Prince,Greg Monroe,Jason Maxiell,Jonas Jerebko,Damien Wilkins,1610612766,Gerald Henderson,Byron Mullens,D.J. Augustin,Reggie Williams,Bismack Biyombo,Tyrus Thomas,0.4444444444444444
4496,21400194,1610612757,1610612738,1.4545454545454546,2.8,t,0,2014,Rajon Rondo,Jeff Green,Jared Sullinger,Avery Bradley,Kelly Olynyk,Brandon Bass,1610612757,Damian Lillard,LaMarcus Aldridge,Wesley Matthews,Nicolas Batum,Robin Lopez,Steve Blake,0.7777777777777778
6400,21201213,1610612761,1610612737,2.85,1.4444444444444444,t,0,2012,John Jenkins,Shelvin Mack,Mike Scott,Anthony Tolliver,Dahntay Jones,Johan Petro,1610612761,Amir Johnson,Jonas Valanciunas,DeMar DeRozan,Rudy Gay,Kyle Lowry,Quincy Acy,0.5555555555555556
4128,21200229,1610612762,1610612760,5.0,1.1666666666666667,t,1,2012,Kevin Durant,Russell Westbrook,Kendrick Perkins,Kevin Martin,Thabo Sefolosha,Serge Ibaka,1610612762,Al Jefferson,Mo Williams,Paul Millsap,Randy Foye,Gordon Hayward,DeMarre Carroll,0.5555555555555556
8162,21600819,1610612740,1610612758,2.55,1.5714285714285714,t,1,2016,Darren Collison,DeMarcus Cousins,Matt Barnes,Arron Afflalo,Ben McLemore,Anthony Tolliver,1610612740,Anthony Davis,Jrue Holiday,Dante Cunningham,Solomon Hill,Langston Galloway,Donatas Motiejunas,1.0
2255,21300035,1610612766,1610612740,4.5,1.2,t,1,2013,Anthony Davis,Jrue Holiday,Tyreke Evans,Jason Smith,Al-Farouq Aminu,Anthony Morrow,1610612766,Ramon Sessions,Kemba Walker,Gerald Henderson,Bismack Biyombo,Jeffery Taylor,Anthony Tolliver,0.6666666666666666
2542,21400571,1610612744,1610612762,1.2272727272727273,4.2,t,0,2014,Gordon Hayward,Enes Kanter,Rudy Gobert,Derrick Favors,Trey Burke,Joe Ingles,1610612744,Stephen Curry,Klay Thompson,Andrew Bogut,Andre Iguodala,Draymond Green,David Lee,0.7777777777777778
378,21301096,1610612761,1610612753,1.4761904761904763,2.75,t,0,2013,Maurice Harkless,Arron Afflalo,Nikola Vucevic,Jameer Nelson,Victor Oladipo,Tobias Harris,1610612761,DeMar DeRozan,Jonas Valanciunas,Kyle Lowry,Amir Johnson,Terrence Ross,Landry Fields,0.6666666666666666
5117,20800877,1610612752,1610612748,3.3,1.3703703703703702,t,1,2008,Dwyane Wade,Jamario Moon,Udonis Haslem,Jermaine O'Neal,Mario Chalmers,Michael Beasley,1610612752,Chris Duhon,Larry Hughes,David Lee,Al Harrington,Nate Robinson,Wilson Chandler,0.1111111111111111
200,21201133,1610612740,1610612762,4.1,1.2380952380952381,t,1,2012,Paul Millsap,Gordon Hayward,Al Jefferson,Mo Williams,Derrick Favors,Randy Foye,1610612740,Greivis Vasquez,Robin Lopez,Al-Farouq Aminu,Anthony Davis,Ryan Anderson,Eric Gordon,0.5555555555555556
3254,20900922,1610612754,1610612743,5.25,1.1538461538461537,t,1,2009,Chauncey Billups,Carmelo Anthony,JR Smith,Nene,Chris Andersen,Arron Afflalo,1610612754,Danny Granger,Troy Murphy,Brandon Rush,Roy Hibbert,T.J. Ford,Josh McRoberts,0.2222222222222222
3612,21100657,1610612740,1610612751,2.35,1.6451612903225805,t,0,2011,Kris Humphries,Deron Williams,Gerald Wallace,Shelden Williams,Anthony Morrow,Gerald Green,1610612740,Marco Belinelli,Jarrett Jack,Trevor Ariza,Chris Kaman,Gustavo Ayon,Jason Smith,0.4444444444444444
2120,21200550,1610612749,1610612761,2.3,1.6666666666666665,t,0,2012,Amir Johnson,DeMar DeRozan,Ed Davis,Jose Calderon,Landry Fields,Alan Anderson,1610612749,Monta Ellis,Brandon Jennings,Mike Dunleavy,Larry Sanders,Ersan Ilyasova,John Henson,0.5555555555555556
5155,20801089,1610612756,1610612762,4.75,1.1818181818181819,t,1,2008,Ronnie Brewer,Deron Williams,Mehmet Okur,Andrei Kirilenko,Carlos Boozer,CJ Miles,1610612756,Steve Nash,Grant Hill,Shaquille O'Neal,Matt Barnes,Jason Richardson,Jared Dudley,0.1111111111111111
7797,21100482,1610612740,1610612754,5.25,1.1538461538461537,t,1,2011,Paul George,Danny Granger,Darren Collison,David West,Roy Hibbert,Tyler Hansbrough,1610612740,Trevor Ariza,Chris Kaman,Marco Belinelli,Jarrett Jack,Gustavo Ayon,Solomon Jones,0.4444444444444444
